visitorid,itemid,interaction_weight
290203.0,374962.0,1
290246.0,388461.0,1
290356.0,63489.0,1
291283.0,300559.0,1
291285.0,11296.0,1
291472.0,296989.0,1
291472.0,417992.0,1
291482.0,336131.0,1
292706.0,225829.0,1
293206.0,379092.0,1
293600.0,55044.0,1
294706.0,7943.0,1
294970.0,401074.0,1
294978.0,317744.0,1
294981.0,357474.0,1
295182.0,420960.0,1
295220.0,335630.0,1
295435.0,325583.0,1
295588.0,437293.0,1
296218.0,257410.0,1
296401.0,321984.0,1
296431.0,416017.0,1
298539.0,451806.0,1
299518.0,93414.0,1
300055.0,132683.0,1
300118.0,157459.0,1
300259.0,257040.0,1
300384.0,396732.0,1
300421.0,56630.0,1
300882.0,26154.0,1
300941.0,303229.0,1
301189.0,257040.0,1
301201.0,256432.0,1
301846.0,420960.0,1
302544.0,214737.0,1
303182.0,257040.0,1
303381.0,32361.0,1
303381.0,78268.0,1
303381.0,89901.0,1
303381.0,122604.0,1
303381.0,134947.0,1
303381.0,148439.0,1
303381.0,162046.0,1
303381.0,172103.0,1
303381.0,213829.0,1
303381.0,219822.0,1
303381.0,235946.0,1
303381.0,242821.0,1
303381.0,348326.0,1
303381.0,367514.0,1
303381.0,393142.0,1
303381.0,449391.0,1
303436.0,424387.0,1
303469.0,342367.0,1
303480.0,252203.0,1
304325.0,322342.0,1
304854.0,324290.0,1
305234.0,296968.0,1
305506.0,338660.0,1
306294.0,418347.0,1
307169.0,276383.0,1
307488.0,176258.0,1
307943.0,48030.0,1
308270.0,384895.0,1
308421.0,331244.0,1
308437.0,436938.0,1
308565.0,364594.0,1
309192.0,414127.0,1
309647.0,19883.0,1
310425.0,129279.0,1
310500.0,76447.0,1
310685.0,40618.0,1
310685.0,381603.0,1
310789.0,44800.0,1
311205.0,47174.0,1
311205.0,437490.0,1
311402.0,208270.0,1
311640.0,399031.0,1
312082.0,253642.0,1
313179.0,218626.0,1
313267.0,77708.0,1
314377.0,447215.0,1
314747.0,304880.0,1
314809.0,418099.0,1
315753.0,262646.0,1
316151.0,413902.0,1
316213.0,90897.0,1
316216.0,23762.0,1
316850.0,32398.0,1
316850.0,76815.0,1
316850.0,267236.0,1
316850.0,380061.0,1
316968.0,195423.0,1
317198.0,228324.0,1
317601.0,279316.0,1
319380.0,368841.0,1
319482.0,249161.0,1
319880.0,7943.0,1
320142.0,378901.0,1
320142.0,420731.0,1
320547.0,83730.0,1
321061.0,213280.0,1
321061.0,275150.0,1
321418.0,422044.0,1
321577.0,409910.0,1
322055.0,446522.0,1
322407.0,260957.0,1
322645.0,458526.0,1
323507.0,383149.0,1
323687.0,95729.0,1
323896.0,334047.0,1
324620.0,332078.0,1
325061.0,162375.0,1
325641.0,140296.0,1
325687.0,239581.0,1
325833.0,19.0,1
325833.0,273304.0,1
325833.0,427591.0,1
326233.0,303715.0,1
326304.0,114070.0,1
326595.0,464998.0,1
327031.0,79371.0,1
327031.0,130598.0,1
327031.0,277643.0,1
327098.0,85156.0,1
327414.0,59003.0,1
327414.0,185017.0,1
327932.0,165583.0,1
328055.0,160034.0,1
328055.0,263188.0,1
328055.0,357583.0,1
328126.0,159822.0,1
328911.0,175818.0,1
329154.0,261269.0,1
329190.0,90238.0,1
330412.0,456471.0,1
330565.0,289103.0,1
330865.0,105870.0,1
330865.0,242314.0,1
330865.0,417927.0,1
331270.0,180751.0,1
331610.0,129220.0,1
331925.0,32649.0,1
331925.0,34532.0,1
331925.0,49405.0,1
331925.0,59828.0,1
331925.0,188858.0,1
331925.0,330029.0,1
331925.0,334401.0,1
331925.0,443344.0,1
331980.0,90931.0,1
332997.0,417059.0,1
333296.0,101429.0,1
333746.0,427499.0,1
334686.0,150439.0,1
334686.0,364328.0,1
334971.0,63568.0,1
335184.0,335235.0,1
335188.0,315543.0,1
335297.0,294438.0,1
335768.0,90931.0,1
336149.0,224625.0,1
336596.0,15283.0,1
337316.0,320058.0,1
337411.0,40140.0,1
337843.0,122604.0,1
337843.0,212583.0,1
338429.0,412917.0,1
338801.0,449023.0,1
338911.0,244541.0,1
339811.0,379841.0,1
340182.0,338148.0,1
340182.0,370885.0,1
340941.0,51629.0,1
341098.0,139435.0,1
341179.0,289043.0,1
341353.0,114070.0,1
341714.0,452271.0,1
342244.0,129643.0,1
342306.0,370295.0,1
342381.0,253150.0,1
343137.0,403039.0,1
343270.0,303828.0,1
343404.0,44220.0,1
344271.0,23762.0,1
344293.0,174896.0,1
344293.0,218973.0,1
344688.0,4117.0,1
345276.0,53480.0,1
345276.0,211902.0,1
345276.0,226374.0,1
345276.0,232780.0,1
345276.0,368514.0,1
346127.0,465167.0,1
346132.0,282528.0,1
346288.0,373600.0,1
346366.0,302239.0,1
346453.0,265810.0,1
346597.0,137932.0,1
346597.0,255908.0,1
346597.0,425458.0,1
346597.0,427749.0,1
347598.0,55731.0,1
347756.0,436414.0,1
347814.0,247240.0,1
347937.0,324534.0,1
348025.0,228392.0,1
348256.0,67434.0,1
348755.0,380237.0,1
349186.0,224325.0,1
349352.0,317744.0,1
350566.0,16417.0,1
350566.0,183049.0,1
350566.0,192990.0,1
350566.0,241716.0,1
350566.0,261940.0,1
350566.0,268335.0,1
350566.0,277119.0,1
350566.0,283766.0,1
350566.0,284871.0,1
350566.0,369093.0,1
350566.0,370745.0,1
350678.0,138427.0,1
352193.0,358041.0,1
353070.0,465616.0,1
353930.0,387780.0,1
354324.0,78890.0,1
354436.0,208939.0,1
354447.0,193488.0,1
354554.0,369933.0,1
354766.0,1895.0,1
354766.0,184370.0,1
354766.0,329729.0,1
355053.0,350191.0,1
355334.0,46109.0,1
355934.0,4538.0,1
356571.0,323381.0,1
357181.0,229725.0,1
357339.0,432343.0,1
357740.0,118914.0,1
358516.0,77769.0,1
358516.0,84593.0,1
358516.0,124193.0,1
358516.0,149253.0,1
358516.0,152120.0,1
358516.0,188353.0,1
358516.0,200854.0,1
358516.0,430094.0,1
358516.0,454818.0,1
358516.0,460553.0,1
358631.0,65273.0,1
359044.0,378593.0,1
359094.0,299384.0,1
359145.0,45330.0,1
359742.0,46444.0,1
359890.0,145100.0,1
359914.0,307322.0,1
359960.0,315405.0,1
360552.0,367490.0,1
360945.0,150398.0,1
361066.0,347617.0,1
363402.0,121078.0,1
364073.0,113440.0,1
365135.0,208939.0,1
365845.0,92668.0,1
366204.0,128519.0,1
366382.0,1377.0,1
366509.0,128745.0,1
366799.0,316753.0,1
366799.0,344723.0,1
366911.0,324209.0,1
367087.0,179372.0,1
367329.0,365044.0,1
368819.0,433567.0,1
369973.0,187691.0,1
370007.0,218626.0,1
370053.0,282385.0,1
370331.0,357541.0,1
370723.0,12217.0,1
370759.0,279517.0,1
371604.0,496.0,1
371604.0,11390.0,1
371604.0,24734.0,1
371604.0,35061.0,1
371604.0,41803.0,1
371604.0,61298.0,1
371604.0,62035.0,1
371604.0,90921.0,1
371604.0,91998.0,1
371604.0,101698.0,1
371604.0,129972.0,1
371604.0,134118.0,1
371604.0,172842.0,1
371604.0,175273.0,1
371604.0,175668.0,1
371604.0,191106.0,1
371604.0,200536.0,1
371604.0,232780.0,1
371604.0,235796.0,1
371604.0,257611.0,1
371604.0,279052.0,1
371604.0,284901.0,1
371604.0,287972.0,1
371604.0,297965.0,1
371604.0,302587.0,1
371604.0,315571.0,1
371604.0,340375.0,1
371604.0,346673.0,1
371604.0,349815.0,1
371604.0,359863.0,1
371604.0,363602.0,1
371604.0,383869.0,1
371604.0,384470.0,1
371604.0,432357.0,1
371604.0,443320.0,1
371604.0,460553.0,1
371606.0,25091.0,1
371606.0,49257.0,1
371606.0,90931.0,1
371606.0,128513.0,1
371606.0,220797.0,1
371606.0,253286.0,1
371606.0,268081.0,1
371606.0,428879.0,1
371606.0,439875.0,1
371733.0,36864.0,1
371941.0,134309.0,1
372661.0,339517.0,1
373182.0,139243.0,1
373850.0,342159.0,1
373852.0,385475.0,1
373906.0,265165.0,1
374477.0,30990.0,1
374700.0,427103.0,1
374927.0,341009.0,1
374933.0,425228.0,1
376557.0,351464.0,1
376591.0,257534.0,1
378396.0,74750.0,1
379058.0,18717.0,1
379058.0,125799.0,1
379058.0,140527.0,1
379058.0,171195.0,1
379058.0,254029.0,1
379058.0,288901.0,1
379058.0,368360.0,1
379058.0,400946.0,1
379844.0,100393.0,1
379864.0,168952.0,1
379925.0,257723.0,1
379925.0,280939.0,1
380635.0,269301.0,1
381031.0,49418.0,1
381564.0,310702.0,1
381872.0,334401.0,1
381944.0,184620.0,1
382721.0,71220.0,1
382902.0,255285.0,1
384466.0,310944.0,1
384466.0,455257.0,1
385071.0,269088.0,1
385414.0,340093.0,1
387388.0,48030.0,1
387388.0,239564.0,1
387466.0,12357.0,1
387466.0,368766.0,1
387521.0,89044.0,1
387860.0,160975.0,1
387929.0,289844.0,1
388182.0,211243.0,1
389058.0,34148.0,1
389058.0,279316.0,1
390314.0,257040.0,1
390426.0,352723.0,1
391281.0,391189.0,1
392246.0,143896.0,1
392246.0,334401.0,1
392246.0,343151.0,1
392404.0,388276.0,1
392448.0,330469.0,1
392507.0,454818.0,1
392739.0,302098.0,1
392826.0,378637.0,1
392947.0,88098.0,1
393085.0,422671.0,1
393634.0,5790.0,1
394366.0,409804.0,1
394489.0,437746.0,1
395411.0,322620.0,1
395552.0,75102.0,1
395552.0,442889.0,1
395585.0,212767.0,1
396709.0,321712.0,1
397091.0,339703.0,1
397350.0,60980.0,1
397522.0,296536.0,1
397738.0,400533.0,1
397738.0,458882.0,1
398779.0,218277.0,1
400159.0,263993.0,1
400991.0,294807.0,1
401663.0,320159.0,1
401855.0,420960.0,1
401899.0,369933.0,1
402224.0,244010.0,1
403042.0,319160.0,1
403341.0,173956.0,1
403492.0,34355.0,1
403492.0,179496.0,1
403492.0,441852.0,1
404403.0,26210.0,1
404403.0,36013.0,1
404403.0,118199.0,1
404403.0,146735.0,1
404403.0,150100.0,1
404403.0,234199.0,1
404403.0,416187.0,1
404907.0,13043.0,1
405156.0,195809.0,1
405156.0,285637.0,1
405676.0,50259.0,1
405816.0,300559.0,1
406902.0,234260.0,1
407086.0,67486.0,1
407522.0,307588.0,1
407633.0,378076.0,1
407750.0,242521.0,1
407882.0,1171.0,1
408865.0,237422.0,1
409446.0,126623.0,1
410385.0,316753.0,1
410791.0,302858.0,1
410841.0,132445.0,1
411703.0,162474.0,1
412091.0,72031.0,1
412374.0,123329.0,1
412611.0,108417.0,1
412611.0,157743.0,1
412611.0,224954.0,1
412611.0,254955.0,1
412611.0,256618.0,1
412611.0,259510.0,1
412611.0,278059.0,1
412611.0,283772.0,1
412611.0,335268.0,1
412611.0,374599.0,1
412611.0,380815.0,1
412611.0,419420.0,1
412611.0,440284.0,1
412611.0,445074.0,1
412611.0,450641.0,1
412692.0,145159.0,1
413313.0,16344.0,1
413758.0,321089.0,1
413758.0,426635.0,1
415617.0,423269.0,1
415676.0,173365.0,1
416108.0,360213.0,1
416496.0,312728.0,1
416697.0,257420.0,1
417215.0,233439.0,1
418591.0,32771.0,1
418715.0,90389.0,1
418715.0,159822.0,1
418973.0,270383.0,1
419048.0,123079.0,1
419333.0,227095.0,1
419532.0,214757.0,1
421656.0,252068.0,1
422045.0,361554.0,1
422169.0,222556.0,1
422894.0,89901.0,1
423185.0,199931.0,1
424452.0,85842.0,1
424643.0,309005.0,1
424706.0,281717.0,1
424807.0,289486.0,1
424884.0,151228.0,1
425069.0,25688.0,1
425356.0,59873.0,1
425801.0,371470.0,1
426208.0,265703.0,1
427158.0,330469.0,1
427353.0,183361.0,1
427421.0,457843.0,1
427504.0,442686.0,1
427619.0,414428.0,1
428022.0,386758.0,1
428220.0,323093.0,1
428251.0,51642.0,1
428397.0,389158.0,1
428516.0,153504.0,1
429035.0,65000.0,1
429035.0,211299.0,1
429035.0,223582.0,1
429035.0,242905.0,1
429035.0,288340.0,1
429035.0,302098.0,1
429169.0,374759.0,1
429213.0,415884.0,1
429764.0,48213.0,1
430186.0,90931.0,1
430190.0,447215.0,1
430569.0,279457.0,1
430822.0,317899.0,1
431811.0,144675.0,1
432404.0,42.0,1
432404.0,419468.0,1
432499.0,142671.0,1
432569.0,180751.0,1
432644.0,99042.0,1
432814.0,436748.0,1
433067.0,101876.0,1
433583.0,152644.0,1
433583.0,189313.0,1
433583.0,323030.0,1
433583.0,414241.0,1
433583.0,418277.0,1
434180.0,335041.0,1
434418.0,159822.0,1
434418.0,349140.0,1
434418.0,400397.0,1
434489.0,326697.0,1
434601.0,178484.0,1
435041.0,335630.0,1
435104.0,48030.0,1
436380.0,266521.0,1
436662.0,139332.0,1
438441.0,15822.0,1
438441.0,29725.0,1
438441.0,58233.0,1
438441.0,87069.0,1
438441.0,93608.0,1
438441.0,108452.0,1
438441.0,160272.0,1
438441.0,193205.0,1
438441.0,204494.0,1
438441.0,211561.0,1
438441.0,215868.0,1
438441.0,225877.0,1
438441.0,232413.0,1
438441.0,236949.0,1
438441.0,258901.0,1
438441.0,259405.0,1
438441.0,260256.0,1
438441.0,272318.0,1
438441.0,297292.0,1
438441.0,307981.0,1
438441.0,322957.0,1
438441.0,342084.0,1
438441.0,377133.0,1
438441.0,389814.0,1
438441.0,390379.0,1
438441.0,398489.0,1
438441.0,398907.0,1
438441.0,403969.0,1
438441.0,413093.0,1
438441.0,419468.0,1
438441.0,446852.0,1
438441.0,456874.0,1
438605.0,315158.0,1
440289.0,438759.0,1
444847.0,175605.0,1
444847.0,186573.0,1
445175.0,409804.0,1
445764.0,318333.0,1
446044.0,393768.0,1
446062.0,91888.0,1
446730.0,125799.0,1
446744.0,226628.0,1
446931.0,454818.0,1
446985.0,434652.0,1
447405.0,267050.0,1
447405.0,301721.0,1
447405.0,369158.0,1
447407.0,83155.0,1
448398.0,284871.0,1
450043.0,204573.0,1
450098.0,114177.0,1
450322.0,417927.0,1
450702.0,260042.0,1
450873.0,427499.0,1
450950.0,364640.0,1
450966.0,315158.0,1
451106.0,17478.0,1
451673.0,40046.0,1
451953.0,354881.0,1
451990.0,22716.0,1
452114.0,268081.0,1
452149.0,442131.0,1
453287.0,437804.0,1
454907.0,448453.0,1
455557.0,213695.0,1
455562.0,187374.0,1
455628.0,443030.0,1
456000.0,195270.0,1
456252.0,346593.0,1
456617.0,25.0,1
456617.0,160904.0,1
457028.0,237602.0,1
457524.0,391049.0,1
458069.0,178935.0,1
458095.0,48030.0,1
458108.0,447704.0,1
459332.0,241826.0,1
459752.0,238970.0,1
459834.0,282385.0,1
459986.0,274435.0,1
460170.0,241940.0,1
460240.0,26598.0,1
460599.0,360200.0,1
460599.0,409080.0,1
460601.0,70370.0,1
460601.0,124919.0,1
460601.0,437382.0,1
461414.0,243606.0,1
461468.0,97661.0,1
462027.0,315911.0,1
462756.0,442721.0,1
463354.0,461614.0,1
464138.0,428257.0,1
464410.0,32581.0,1
464410.0,218794.0,1
464410.0,267491.0,1
465427.0,378933.0,1
465507.0,26644.0,1
465862.0,180349.0,1
465862.0,334401.0,1
467433.0,389814.0,1
468154.0,111572.0,1
468499.0,355312.0,1
471485.0,315545.0,1
472290.0,151636.0,1
472290.0,167827.0,1
472290.0,390167.0,1
472487.0,105864.0,1
472487.0,172894.0,1
473074.0,265033.0,1
474257.0,261589.0,1
474497.0,20098.0,1
474956.0,383636.0,1
476870.0,387377.0,1
477390.0,265966.0,1
477743.0,182533.0,1
478518.0,12217.0,1
478518.0,120336.0,1
479005.0,10934.0,1
479324.0,21886.0,1
480628.0,361976.0,1
481873.0,292559.0,1
481915.0,5969.0,1
482401.0,244494.0,1
483168.0,215824.0,1
483303.0,223203.0,1
484451.0,41007.0,1
485161.0,214630.0,1
485680.0,138427.0,1
485795.0,39727.0,1
485795.0,413037.0,1
486538.0,100199.0,1
486681.0,116631.0,1
486983.0,100393.0,1
487568.0,389135.0,1
488020.0,57267.0,1
488020.0,235018.0,1
488277.0,221317.0,1
488712.0,428232.0,1
490177.0,30336.0,1
490761.0,16910.0,1
490761.0,186491.0,1
491323.0,117659.0,1
491323.0,286044.0,1
491657.0,417927.0,1
491737.0,77573.0,1
491895.0,416017.0,1
492470.0,161623.0,1
493613.0,309005.0,1
494239.0,177179.0,1
494335.0,460553.0,1
494396.0,80858.0,1
494576.0,398489.0,1
496986.0,310944.0,1
497546.0,278319.0,1
497546.0,287504.0,1
497826.0,380493.0,1
498856.0,215172.0,1
499833.0,152236.0,1
499910.0,16417.0,1
500008.0,310206.0,1
500130.0,301721.0,1
500130.0,369158.0,1
500167.0,183376.0,1
500412.0,161354.0,1
501184.0,125925.0,1
501184.0,209184.0,1
502083.0,279052.0,1
502170.0,318274.0,1
502189.0,133907.0,1
502586.0,132683.0,1
503136.0,244541.0,1
503489.0,54566.0,1
503511.0,127879.0,1
503671.0,382885.0,1
503691.0,329408.0,1
503857.0,36864.0,1
503857.0,184716.0,1
503857.0,216271.0,1
503857.0,224614.0,1
503857.0,236814.0,1
503857.0,244838.0,1
503857.0,247376.0,1
503857.0,260194.0,1
503857.0,262297.0,1
503857.0,288418.0,1
503857.0,336760.0,1
503857.0,420960.0,1
503857.0,432992.0,1
503857.0,439194.0,1
503857.0,460553.0,1
503891.0,250891.0,1
504634.0,309080.0,1
504656.0,422561.0,1
505455.0,70314.0,1
505565.0,243566.0,1
505739.0,92678.0,1
505824.0,393064.0,1
506007.0,377960.0,1
506763.0,362958.0,1
506843.0,208692.0,1
507351.0,137974.0,1
507593.0,139978.0,1
509343.0,294531.0,1
509833.0,4442.0,1
511312.0,403591.0,1
512281.0,432925.0,1
513830.0,78494.0,1
513984.0,167978.0,1
515719.0,19349.0,1
516143.0,443030.0,1
516157.0,73617.0,1
516261.0,270886.0,1
516563.0,388318.0,1
516732.0,8015.0,1
516778.0,63750.0,1
516784.0,172393.0,1
517720.0,107367.0,1
518659.0,196658.0,1
518659.0,202611.0,1
518659.0,235559.0,1
518659.0,267236.0,1
518659.0,311405.0,1
519346.0,78704.0,1
519955.0,46671.0,1
520238.0,109786.0,1
520459.0,178274.0,1
521228.0,344462.0,1
521261.0,453043.0,1
521419.0,188084.0,1
521563.0,247356.0,1
521580.0,115258.0,1
521734.0,385116.0,1
522568.0,444376.0,1
524680.0,178274.0,1
524905.0,381150.0,1
525529.0,289103.0,1
527033.0,101718.0,1
527277.0,57548.0,1
527277.0,93556.0,1
527277.0,351124.0,1
527277.0,397642.0,1
527476.0,130599.0,1
527782.0,368193.0,1
527872.0,202634.0,1
527872.0,362506.0,1
527903.0,21035.0,1
528074.0,24418.0,1
528074.0,312781.0,1
528082.0,130725.0,1
528547.0,291728.0,1
529312.0,153767.0,1
529925.0,194892.0,1
530033.0,332610.0,1
530033.0,337358.0,1
530033.0,357474.0,1
530033.0,389158.0,1
530559.0,7716.0,1
530559.0,15828.0,1
530559.0,16509.0,1
530559.0,20158.0,1
530559.0,21013.0,1
530559.0,24418.0,1
530559.0,29825.0,1
530559.0,32344.0,1
530559.0,46130.0,1
530559.0,48997.0,1
530559.0,55430.0,1
530559.0,55925.0,1
530559.0,56323.0,1
530559.0,62616.0,1
530559.0,75510.0,1
530559.0,84310.0,1
530559.0,96233.0,1
530559.0,104468.0,1
530559.0,112709.0,1
530559.0,114070.0,1
530559.0,127593.0,1
530559.0,150547.0,1
530559.0,157743.0,1
530559.0,159822.0,1
530559.0,159979.0,1
530559.0,162046.0,1
530559.0,172696.0,1
530559.0,190806.0,1
530559.0,194791.0,1
530559.0,196058.0,1
530559.0,200536.0,1
530559.0,201429.0,1
530559.0,210122.0,1
530559.0,213834.0,1
530559.0,214271.0,1
530559.0,231726.0,1
530559.0,232350.0,1
530559.0,235771.0,1
530559.0,238804.0,1
530559.0,245349.0,1
530559.0,246864.0,1
530559.0,257040.0,1
530559.0,257410.0,1
530559.0,258600.0,1
530559.0,265920.0,1
530559.0,268081.0,1
530559.0,270534.0,1
530559.0,271887.0,1
530559.0,273818.0,1
530559.0,280342.0,1
530559.0,282385.0,1
530559.0,283791.0,1
530559.0,283896.0,1
530559.0,284180.0,1
530559.0,284871.0,1
530559.0,289704.0,1
530559.0,294419.0,1
530559.0,302478.0,1
530559.0,302810.0,1
530559.0,306590.0,1
530559.0,315543.0,1
530559.0,315571.0,1
530559.0,317557.0,1
530559.0,321089.0,1
530559.0,324079.0,1
530559.0,330469.0,1
530559.0,332295.0,1
530559.0,338395.0,1
530559.0,350724.0,1
530559.0,356718.0,1
530559.0,362858.0,1
530559.0,371008.0,1
530559.0,377286.0,1
530559.0,405577.0,1
530559.0,408933.0,1
530559.0,409804.0,1
530559.0,414428.0,1
530559.0,422671.0,1
530559.0,432152.0,1
530559.0,442131.0,1
530559.0,444363.0,1
530559.0,445059.0,1
530559.0,450835.0,1
530559.0,455223.0,1
530559.0,456895.0,1
530559.0,458277.0,1
530559.0,459989.0,1
530559.0,461180.0,1
530559.0,465522.0,1
530999.0,447215.0,1
531661.0,224184.0,1
532444.0,112706.0,1
532641.0,213738.0,1
533357.0,252566.0,1
533484.0,379634.0,1
533553.0,261582.0,1
533824.0,151061.0,1
534217.0,184331.0,1
534689.0,261979.0,1
534712.0,320434.0,1
534914.0,119267.0,1
535091.0,187949.0,1
535410.0,49947.0,1
535410.0,357383.0,1
535410.0,379953.0,1
535433.0,292077.0,1
535446.0,150857.0,1
535618.0,81086.0,1
535623.0,255989.0,1
536255.0,302643.0,1
536257.0,234051.0,1
536757.0,303517.0,1
536804.0,6364.0,1
536804.0,150889.0,1
536804.0,160272.0,1
536804.0,276282.0,1
536804.0,331159.0,1
536804.0,406071.0,1
537127.0,132168.0,1
537639.0,76196.0,1
537639.0,210002.0,1
537781.0,393028.0,1
538534.0,272969.0,1
539612.0,403146.0,1
539833.0,8634.0,1
540368.0,45726.0,1
541012.0,361496.0,1
541315.0,235946.0,1
541411.0,94187.0,1
541685.0,76196.0,1
542156.0,139725.0,1
542156.0,401765.0,1
542183.0,404369.0,1
542453.0,397642.0,1
542498.0,246555.0,1
542731.0,290154.0,1
543122.0,177237.0,1
543357.0,311886.0,1
543762.0,41662.0,1
545808.0,223003.0,1
545808.0,244819.0,1
546355.0,165259.0,1
546612.0,2455.0,1
546717.0,336131.0,1
546836.0,210893.0,1
547834.0,182302.0,1
547933.0,334094.0,1
548607.0,374996.0,1
548772.0,2416.0,1
548772.0,14427.0,1
548772.0,17379.0,1
548772.0,17478.0,1
548772.0,34843.0,1
548772.0,43239.0,1
548772.0,47044.0,1
548772.0,79955.0,1
548772.0,91152.0,1
548772.0,115258.0,1
548772.0,126623.0,1
548772.0,128182.0,1
548772.0,148478.0,1
548772.0,149197.0,1
548772.0,149253.0,1
548772.0,158448.0,1
548772.0,174719.0,1
548772.0,177179.0,1
548772.0,177615.0,1
548772.0,185167.0,1
548772.0,212917.0,1
548772.0,225279.0,1
548772.0,242981.0,1
548772.0,245810.0,1
548772.0,261589.0,1
548772.0,288525.0,1
548772.0,303245.0,1
548772.0,310756.0,1
548772.0,321089.0,1
548772.0,322342.0,1
548772.0,332333.0,1
548772.0,353548.0,1
548772.0,368074.0,1
548772.0,371390.0,1
548772.0,375150.0,1
548772.0,382885.0,1
548772.0,383496.0,1
548772.0,389814.0,1
548772.0,393142.0,1
548772.0,417927.0,1
548772.0,442150.0,1
548772.0,445059.0,1
548772.0,447215.0,1
549148.0,233439.0,1
549579.0,152121.0,1
549672.0,258608.0,1
549798.0,290999.0,1
549938.0,49870.0,1
550243.0,227928.0,1
550259.0,435047.0,1
550259.0,439424.0,1
550370.0,239538.0,1
550414.0,273754.0,1
551411.0,196398.0,1
551411.0,445224.0,1
552165.0,409804.0,1
553179.0,107503.0,1
553226.0,57810.0,1
553273.0,334342.0,1
553273.0,413896.0,1
555021.0,297513.0,1
555094.0,42260.0,1
555215.0,210087.0,1
555251.0,150439.0,1
555265.0,124055.0,1
555329.0,301634.0,1
555544.0,39539.0,1
555544.0,172393.0,1
555744.0,117438.0,1
555887.0,451806.0,1
556822.0,48030.0,1
556880.0,13417.0,1
556967.0,151855.0,1
557212.0,287007.0,1
557470.0,496.0,1
557470.0,80885.0,1
557700.0,335459.0,1
558000.0,301990.0,1
559722.0,16710.0,1
560304.0,73281.0,1
560579.0,4538.0,1
560753.0,126150.0,1
560753.0,211592.0,1
561236.0,60980.0,1
561436.0,50411.0,1
561441.0,302307.0,1
561611.0,15822.0,1
562364.0,11976.0,1
562813.0,312728.0,1
563104.0,458019.0,1
563313.0,393055.0,1
563685.0,84822.0,1
564398.0,89333.0,1
565078.0,448494.0,1
566426.0,80196.0,1
566474.0,247240.0,1
566850.0,410143.0,1
566902.0,163486.0,1
566951.0,23626.0,1
566951.0,214357.0,1
566951.0,349453.0,1
566951.0,407947.0,1
567183.0,200180.0,1
567340.0,74009.0,1
567388.0,340375.0,1
567535.0,76617.0,1
567651.0,246864.0,1
568481.0,459631.0,1
569031.0,417927.0,1
569356.0,74952.0,1
569401.0,161623.0,1
569471.0,403238.0,1
569504.0,439770.0,1
570529.0,95263.0,1
570529.0,179005.0,1
570716.0,117075.0,1
571645.0,332605.0,1
571645.0,396053.0,1
572806.0,396930.0,1
573267.0,230842.0,1
573431.0,50668.0,1
574213.0,90487.0,1
574213.0,151061.0,1
575295.0,25.0,1
575773.0,4537.0,1
575773.0,105430.0,1
576184.0,98388.0,1
576405.0,76426.0,1
576588.0,408933.0,1
576696.0,398141.0,1
576828.0,220136.0,1
577054.0,17478.0,1
577261.0,448494.0,1
577262.0,2836.0,1
577262.0,102925.0,1
577262.0,159555.0,1
577262.0,339070.0,1
577262.0,340190.0,1
577262.0,415062.0,1
577262.0,430546.0,1
578239.0,327799.0,1
578528.0,37029.0,1
578528.0,247908.0,1
578528.0,337698.0,1
580000.0,427375.0,1
580000.0,439699.0,1
580135.0,342263.0,1
580612.0,248566.0,1
581091.0,95009.0,1
582788.0,289103.0,1
583003.0,245985.0,1
583003.0,363030.0,1
583525.0,217605.0,1
585036.0,117314.0,1
585358.0,256053.0,1
586427.0,451589.0,1
586700.0,280946.0,1
587663.0,428257.0,1
587802.0,47324.0,1
587802.0,84822.0,1
588445.0,307564.0,1
588490.0,140187.0,1
588490.0,306266.0,1
588708.0,48744.0,1
588708.0,361956.0,1
588949.0,40140.0,1
590931.0,73200.0,1
591631.0,322666.0,1
591906.0,97836.0,1
591906.0,436694.0,1
592247.0,332018.0,1
592385.0,201882.0,1
592555.0,48030.0,1
592787.0,390199.0,1
592787.0,421884.0,1
592953.0,307428.0,1
593595.0,360922.0,1
594399.0,336855.0,1
594511.0,138758.0,1
594746.0,210087.0,1
595159.0,416017.0,1
595321.0,322666.0,1
595826.0,84310.0,1
595826.0,441852.0,1
596140.0,123212.0,1
596591.0,74025.0,1
596678.0,400093.0,1
596876.0,60323.0,1
597416.0,259227.0,1
597906.0,279457.0,1
598494.0,369767.0,1
599528.0,356475.0,1
599633.0,316183.0,1
599877.0,42146.0,1
600337.0,358906.0,1
600339.0,118914.0,1
600511.0,58638.0,1
602003.0,161703.0,1
604740.0,3146.0,1
605095.0,312728.0,1
605832.0,7943.0,1
606091.0,75764.0,1
606338.0,57275.0,1
607106.0,260194.0,1
608240.0,395225.0,1
608513.0,251396.0,1
608628.0,185598.0,1
608844.0,272649.0,1
608844.0,281480.0,1
608855.0,172470.0,1
609895.0,77189.0,1
610105.0,234215.0,1
610115.0,17478.0,1
610403.0,168386.0,1
611484.0,55955.0,1
611804.0,16344.0,1
611804.0,285154.0,1
611804.0,422376.0,1
613618.0,38175.0,1
613701.0,461538.0,1
614943.0,243875.0,1
615132.0,19545.0,1
615132.0,78729.0,1
615132.0,155485.0,1
615132.0,168927.0,1
615132.0,363044.0,1
615132.0,427777.0,1
615132.0,446476.0,1
615132.0,461614.0,1
615486.0,47940.0,1
615913.0,200625.0,1
615931.0,370037.0,1
